id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_geographic_area,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags,add_to_target_date,result_created_at, a2ad97e0007af4fd4c264b510ff816acb
"samaira-hr-solutions","samaira-hr-solutions","77178585","11161","https://www.linkedin.com/company/samaira-hr-solutions/","Samaira HR Solutions","https://media-exp1.licdn.com/dms/image/C4E0BAQExhLvt-REsig/company-logo_400_400/0/1618662313026?e=1639008000&v=beta&t=eJfVP5L8ZSj9CaeYmyv9iVRkF7uxKN4BATDg4l37ZcI","SELF_OWNED","+91 91 52 808 909","http://www.samairahrsolutions.com","We Create Opportunities","2","2","10","647","Samaira HR Solutions is a company incorporated in Mumbai providing a full range of Management Consultancy Services in the areas of Human Resources Management. We give finest services on Payroll Outsourcing, Statutory Compliances, Recruitment, Staffing among different administrations, Training & Development. ",,"IN","Mumbai","Maharashtra",,,"400081","Human Resources",,,"2021-08-30T16:16:30.424Z","2021-09-04T23:08:09.035Z","d1f345ff7a8918ea9ca3fcd44f6aa279"
"scrive","scrive","2386057","11162","https://www.linkedin.com/company/scrive/","Scrive","https://media-exp1.licdn.com/dms/image/C4D0BAQGPUYuRV3sBGw/company-logo_400_400/0/1623752070005?e=1639008000&v=beta&t=DyAWffr3sJR1M6G1-UT_v6HWXQUchukrnECapoaPiUE","PRIVATELY_HELD","+46855766167","https://scrive.com","Transforming business by facilitating trusted relationships.","204","51","200","5524","Founded in 2010, Scrive quickly became the Nordic e-sign market leader. Today, 5000+ customers in 40+ countries rely on Scrive to automate their onboarding and agreements processes with solutions powered by electronic signature and identification. As a trusted digitalisation partner, Scrive guides businesses of all sizes, including in highly-regulated industries, on their digital transformation journeys, driving customer experience, security, compliance and data quality. Headquartered in Stockholm, Scrive is backed by Vitruvian Partners and has over 150 employees.","2010","SE","Stockholm","Stockholm County","Grev Turegatan 11a",,"114 46","Computer Software","Retail,GDPR,Blockchain,Finance,email,SMS,Telecom,Digital Transformation,Security,E-signing,Workflow,Digitalisation,POS,Electronic signing,Digital signatures,electronic signatures,omni channel,distance signing,electronic ID,Contracts,Data Subject Rights,e-sign,eID,BankID,keyless signature infrastructure,KSI,NemID,digital identity,digital onboarding,TUPAS/FTN,onboarding",,"2021-08-30T16:16:30.424Z","2021-09-04T23:08:12.081Z","95429a074ae5147562a3a538dd749a10"
"seller-x","seller-x","67124661","11163","https://www.linkedin.com/company/seller-x/","SellerX","https://media-exp1.licdn.com/dms/image/C560BAQGvBP1Kq9T6QQ/company-logo_400_400/0/1629824295384?e=1639008000&v=beta&t=E28xVuM626F7lwEJrCCwQOFpHKdszbnlbbnpyXf82kg","PRIVATELY_HELD",,"http://www.sellerx.com","We buy and build Amazon brands. ","180","201","500","13348","SellerX buys and grows Amazon businesses. We are a VC-backed start-up with a growing, diversified portfolio of FBA (Fulfillment by Amazon) sellers. Our goal is to  optimize and grow the brands we acquire post-acquisition.  Founded by two HBS graduates: one who built an e-commerce business to $1bn+ in revenue as co-founder, and the other a former Goldman Sachs SSG with extensive PE roll-up experience. Together, they have raised over $250mn in  financing led by L Catterton, Cherry Ventures, Felix Capital, 83 North and Silicon Valley-based TriplePoint Capital.","2020","DE","Berlin",,,,,"Consumer Goods",,,"2021-08-30T16:16:30.424Z","2021-09-04T23:08:16.018Z","1665fa28ca760f8048a841381c2da52d"
"semiosbio-technologies-inc","semiosbio-technologies-inc","1985071","11164","https://www.linkedin.com/company/semiosbio-technologies-inc/","Semios ","https://media-exp1.licdn.com/dms/image/C4E0BAQHBkRAnJ6qLYA/company-logo_400_400/0/1519886180608?e=1639008000&v=beta&t=KuXmSFp_CDVbbH-7ekr5tMBvbpQly6RW0xpOjitibJI","PRIVATELY_HELD",,"http://www.semios.com","Helping nature feed a growing population","157","51","200","13474","Semios is a scalable, data analytics platform for growers of tree fruit and tree nut crops that helps predict, identify, and prevent pest and disease pressure.  The Semios analytics engine draws on multiple sources of data and information including a robust, wireless network of in-canopy sensors on every customer farm measuring climate, soil and insect pest activity.  Leveraging a network of 2 million sensors, providing updates every 10 minutes, we apply big data analytics and machine learning to reduce and mitigate crop risks for growers. Semios improves sustainability by promoting reduced dependency on pesticides and crop management inputs while helping to increase the value of harvests through reduced loss and increased quality. ","2010","CA","Vancouver","BC","430-887 Great Northern Way",,"V5T 4T5","Information Technology & Services","big data,Internet of Things,precision crop management,integrated pest management,pheromones,precision farming,crop management,farming",,"2021-08-30T16:16:30.424Z","2021-09-04T23:09:34.108Z","f6211a0eca9760414cfe68017375ae7d"
"servicenow","servicenow","29352","10311","https://www.linkedin.com/company/servicenow/","ServiceNow","https://media-exp1.licdn.com/dms/image/C4D0BAQFnZdhETwZ6Jw/company-logo_400_400/0/1613691835264?e=1639008000&v=beta&t=g_RAFq5qc0OyrlarzS3zSPIe-mEj1V-LHGH7CokRtrE","PUBLIC_COMPANY",,"http://www.servicenow.com","A purpose-driven company, making work, work better for people guides everything we do.","16523","10001",,"449899","At ServiceNow, we make the world of work, work better for people. We deliver digital workflows that create great experiences and unlock productivity.   With 6,200+ customers, we serve ~80% of the Fortune 500. And we are on the 2020 list of FORTUNE World’s Admired Companies®. This is the future of work.  For more information, visit www.servicenow.com.","2004","US","Santa Clara","CA","2225 Lawson Lane",,"95054","Computer Software","Platform,Service Management,Enterprise Cloud,Custom App Development,ITSM,Security Operations,Customer Service Management,ITOM,GRC,HR Service Delivery,digitize workflows",,"2021-08-30T16:16:30.424Z","2021-09-04T23:09:38.019Z","ad0ab0eb3d13c70ad5482763e3ce4473"
"shedul","shedul","13230763","11166","https://www.linkedin.com/company/shedul/","Fresha","https://media-exp1.licdn.com/dms/image/C510BAQErjm5Ll2H5Iw/company-logo_400_400/0/1566486516253?e=1639008000&v=beta&t=h8j-kVdF9UKwhNGzS569qL6v2tICH3_0EU2oCTN6Tj4","PRIVATELY_HELD",,"https://www.fresha.com","Inspiring people to look and feel their best – trusted by millions of customers and thousands of businesses worldwide","229","201","500","13833","Fresha is the leading marketplace that allows consumers to discover, book and pay for beauty and wellness appointments with local businesses, while salons, spas and barbershops can leverage Fresha to manage their operations with its intuitive, industry’s only subscription-free business software and payments solution.  Fresha is used by 50,000+ businesses and 150,000+ professionals worldwide, who book over 20mil appointments per month.  Fresha empowers business owners by managing appointment bookings, point-of-sale, customer records, human resources, inventory, and financial reporting. The consumer marketplace unlocks revenue potential for partner businesses by leveraging the power of online bookings and automated marketing through mobile apps and integrations to Instagram, Facebook and Google.  Fresha was founded in 2015 and is headquartered in London, United Kingdom with global offices located in New York City, Vancouver, Sydney, Dublin, Amsterdam, Warsaw, St Petersburg and Singapore ","2015","GB","London","England",,,"EC2A 2 AP UK","Information Technology & Services","marketplace,SaaS,customer relationship management,Booking Software,Scheduling Software,Business Software,Salon Software,Spa Software,Consumer Marketplaces,Beauty & Wellness",,"2021-08-30T16:16:30.424Z","2021-09-04T23:10:24.416Z","363c772074258e1f7e4581ac66206769"
"shopify","shopify","784652","11167","https://www.linkedin.com/company/shopify/","Shopify","https://media-exp1.licdn.com/dms/image/C560BAQGwLyu_OVKHvg/company-logo_400_400/0/1626723979046?e=1639008000&v=beta&t=9g2Kv3A8qj2g8D71CN8hR4slB2n2wEVbT5qxbDxJNno","PUBLIC_COMPANY",,"https://www.shopify.com","We support independent businesses in every way possible; helping them start, sell, market & manage.","11128","5001","10000","382070","Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Shopify powers over 1.7 million businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more.  Find all our jobs here: www.shopify.com/careers","2006","CA","Ottawa","ON",,,,"Internet","Retail,marketplace,hardware,Marketing Automation,eCommerce,Mobile Apps,Design,Software engineering,Payments,API,User Experience,Finance,Customer Service,POS,applications,AR/VR,Production Engineering,Instagram,Google Pay,Dropshipping,Shipping",,"2021-08-30T16:16:30.424Z","2021-09-04T23:12:44.930Z","ac9a5dc84b221f1223c845c22c0075cb"
"simplepractice","simplepractice","2686631","11168","https://www.linkedin.com/company/simplepractice/","SimplePractice","https://media-exp1.licdn.com/dms/image/C560BAQGCNuida84ieg/company-logo_400_400/0/1627661216681?e=1639008000&v=beta&t=DKp7hj551aL59VWOkZbzfW0mHDsIAUk3w6mLHrdGZ0Q","PRIVATELY_HELD",,"http://www.simplepractice.com","The #1 practice management solution for private practitioners. Find inspiration from essential resources and news.","252","51","200","5683","Practice management made simple - the complete platform for health and wellness professionals in private practice.  SimplePractice is the industry-leading practice management software for health & wellness professionals to manage their businesses, with features like AutoPay, online booking, Telehealth, and customizable documentation and notes. Save time with SimplePractice so that you can spend time on the things that matter.  Secure. Smart. Simple!","2012","US","Santa Monica","California","2834 Colorado Ave","200","90404","Computer Software","Telehealth,EHR,EMR,therapy notes,online appointment scheduling,insurance billing,practice documentation,calendar,client portal,secure messaging,secure payments,dietitian,SLP,health and wellness,therapist,counselor,CBT,health insurance,continuing education,Physical Therapy,Occupational Therapy,chiropractors,lactation specialists,substance abuse counselors,practice management software",,"2021-08-30T16:16:30.424Z","2021-09-04T23:12:48.778Z","773cb6c2c8781055865f118283003641"
"snowflake-computing","snowflake-computing","3653845","8532","https://www.linkedin.com/company/snowflake-computing/","Snowflake","https://media-exp1.licdn.com/dms/image/C560BAQGaIIl1YxuxmQ/company-logo_400_400/0/1625159100110?e=1639008000&v=beta&t=mT9f9Ba0LrIuTnAzCsOnWotiYjknx9x-9u4XH79TF9Q","PUBLIC_COMPANY",,"http://www.snowflake.com","Snowflake delivers the Data Cloud — mobilize your data with near-unlimited scale and performance. ","3502","1001","5000","314591","Snowflake delivers the Data Cloud — a global network where thousands of organizations mobilize data with near-unlimited scale, concurrency, and performance. Inside the Data Cloud, organizations unite their siloed data, easily discover and securely share governed data, and execute diverse analytic workloads. Wherever data or users live, Snowflake delivers a single and seamless experience across multiple public clouds. Snowflake’s platform is the engine that powers and provides access to the Data Cloud, creating a solution for data warehousing, data lakes, data engineering, data science, data application development, and data sharing. Join Snowflake customers, partners, and data providers already taking their businesses to new frontiers in the Data Cloud.","2012","US","Bozeman","MT","106 East Babcock Street ","Suite 3A ","59715","Computer Software","Analytics,Cloud,Data Science,Data Engineering,Data Warehousing,Marketing Analytics,Data Lake,Data Applications,Data Exchange",,"2021-08-30T16:16:30.424Z","2021-09-04T23:12:52.635Z","8e204ef4712d502e3f65dc635f8f57eb"
"socialcops","socialcops","14703905","11170","https://www.linkedin.com/company/socialcops/","SocialCops","https://media-exp1.licdn.com/dms/image/C510BAQHWo_pOieJP9g/company-logo_400_400/0/1561989448708?e=1639008000&v=beta&t=N6iWP-I4bX3NtIpjzNY5H_vXyOt-9uNVLM1JW490hos","PRIVATELY_HELD",,"https://socialcops.com","We are the world's leading data for social good community. ","1",,"1","1329","SocialCops is the world's leading data for good company behind the landmark data for good projects in the world:  We built India's entire National Data Platform which is used by PM Modi and every member of parliament in India: https://socialcops.com/case-studies/disha-dashboard/  We power the UN SDGs monitoring as a global partner for the United Nations for countries including India, Sri Lanka and Papua New Guinea: https://socialcops.com/case-studies/undp-png-tracking-business-contribution-sdgs/  Behind Ujjwala - Gas subsidy for 50M Indian women below the poverty line: the first government program in India to surpass 22% of its annual target! https://socialcops.com/case-studies/powering-pradhan-mantri-ujjwala-yojana-through-data-intelligence/  SocialCops was recognised as a New York Times Global Visionary, Yourstory Best Impact startup in India. By 2018, we'd impacted the lives of over a billion people. ","2013","IN","New Delhi","Delhi","3rd Floor, Building No. 261, Lane No 5, Westend Marg, Said-ul-Ajaib, Saket,",,"110030","Information Technology & Services",,,"2021-08-30T16:16:30.424Z","2021-09-04T23:14:06.660Z","c940a431f97baebb7b5bbd3b6d7e9fb5"
